2 0.11949495489480508
4 0.23898990978961007
6 0.3584848646844154
8 0.47797981957922064
10 0.5974747744740254
12 0.7169697293688301
14 0.8364646842636356
16 0.9559596391584403
18 1.075454594053245
20 1.194949548948048
22 1.3144445038428523
24 1.4339394587376586
26 1.5534344136324618
28 1.6729293685272697
30 1.79242432342207
32 1.9119192783168715
34 2.0314142332116805
36 2.1509091881064806
38 2.270404143001289
40 2.3898990978960977
42 2.5093940527909058
44 2.6288890076856966
46 2.748383962580504
48 2.867878917475301
50 2.9873738723701018
52 3.1068688272648832
54 3.226363782159749
56 3.3458587370545234
58 3.4653536919493235
60 3.5848486468440983
62 3.7043436017389713
64 3.823838556633782
66 3.94333351152855
68 4.062828466423341
70 4.182323421318186
72 4.301818376213069
74 4.421313331107781
76 4.540808286002627
78 4.660303240897454
80 4.779798195792206
82 4.899293150687068
84 5.01878810558177
86 5.138283060476616
88 5.257778015371504
90 5.377272970266239
92 5.496767925160954
94 5.616262880055862
96 5.735757834950717
98 5.8552527898455615
100 5.974747744740155
102 6.094242699635181
104 6.213737654530059
106 6.333232609424799
108 6.452727564319517
110 6.572222519214409
112 6.691717474109373
114 6.811212429004175
116 6.930707383898744
118 7.050202338793727
120 7.169697293688813
122 7.289192248583336
124 7.408687203477965
126 7.528182158372825
128 7.647677113268062
130 7.7671720681626635
132 7.886667023056958
134 8.00616197795229
136 8.125656932847328
138 8.245151887741764
140 8.36464684263645
142 8.484141797531343
144 8.603636752426864
146 8.72313170732116
148 8.842626662215539
150 8.962121617110887
152 9.081616572006126
154 9.201111526900398
156 9.320606481794766
158 9.44010143668979
160 9.55959639158563
162 9.679091346479748
164 9.798586301373804
166 9.91808125626974
168 10.0375762111646
170 10.157071166059133
172 10.276566120953511
174 10.396061075848449
176 10.515556030744163
178 10.635050985638415
180 10.75454594053267
182 10.874040895428548
184 10.993535850324207
186 11.113030805217429
188 11.232525760111386
190 11.35202071500731
192 11.471515669903008
194 11.591010624797223
196 11.710505579690729
198 11.830000534587102
200 11.949495489482358
